GUID идентификатор элемента;Название элемента;Путь к элементу;Адрес (youtube);Заголовок2-1;Ссылка2-1;Описание2-1;Заголовок3-1;Ссылка3-1;Описание3-1;Заголовок4-1;Ссылка4-1;Описание4-1
0D48B1CB-ADD3-E29E-40C9-274FA620EF3B;Как худеть весной;kak-hudet-vesnoy;xkEn3HTmglk;;;;;;;;;
0D157B84-092D-17EF-21F2-FDB6D36F71C0;Как вылечиться от анорексии в 2018 году;kak-vylechitsya-ot-anoreksii;;;;;;;;;;
E4B1DF20-40E3-8B99-27CE-A5D37B41CC89;Как похудеть после праздников;kak-pohudet-posle-prazdnikov;9FIN0Uef7Tg;;;;;;;;;
E86E1C32-0871-9639-FB36-1070DC02FCBE;Продукты для ускорения метаболизма;produkty-dlya-uskoreniya-metabolizma;;;;;;;;;;
E3E1CBA6-8DD6-780C-5C49-8D7D4C61A0D1;Как применять ягоды годжи для похудения;kak-primenyat-yagody-godzhi-dlya-pohudeniya;o3ZH46k5UrE;;;;;;;;;
4E097B66-FF23-7C24-5533-03115DD6AECE;Как похудеть на свекольной диете;kak-pohudet-na-svekolnoy-diete;#NAME?;;;;;;;;;
15062EC4-98BB-1842-FBF4-828A697DC686;Как снизить аппетит естественными способами;kak-snizit-appetit-estestvennymi-sposobami;;;;;;;;;;
3A522F2A-1FAE-5D31-61A0-9E2939433839;Эффективная монодиета;effektivnaya-monodieta;;;;;;;;;;
B2F66DAA-D015-3359-32FA-D0C3343BA980;Шоколадная диета;shokoladnaya-dieta;ZYEvq3-SclI;;;;;;;;;
DE8DBED8-33A2-57B6-B4E0-C8485E4644E5;Лечебные свойства винограда;lechebnye-svoystva-vinograda;AbbKlL_I_2k;;;;;;;;;
AE100993-B35C-E3AE-3440-FC5789636EA9;О чем предупреждают жировые отложения;o-chem-preduprezhdayut-zhirovye-otlozheniya-;;;;;;;;;;
DA408E37-B356-590E-81AC-7BA02C641642;Диляра Ларина – российская модель размера “плюс”;dilyara-larina---rossiyskaya-model-razmera-plyus;;;;;;;;;;
20F01C0F-DDB4-D213-6668-6879F5DB21E5;Какие фрукты можно есть на диете;kakie-frukty-mozhno-est-na-diete;;;;;;;;;;
4CC3828F-7313-D5FF-F0EF-58233D3FBD9F;Как похудеть с помощью диеты на 4 дня;kak-pohudet-s-pomoschyu-diety-na-4-dnya;;;;;;;;;;
251F243B-8DFB-5BAB-EB8C-073E7146D8DD;Эффект от лечебного голодания;effekt-ot-lechebnogo-golodaniya;v7OSFx_FUV8;;;;;;;;;
E5C5E33B-0CA3-AEE5-6D8F-4AE2E651F85E;Белковая диета – искусство быть стройной;belkovaya-dieta---iskusstvo-byt-stroynoy;Cp8gC3eamr4;;;;;;;;;
B68B7E83-DBC8-6B6E-558C-234C6EECC2B6;Побочные эффекты зеленого кофе;pobochnye-effekty-zelenogo-kofe;T7ge1d1Ayd8;;;;;;;;;
5D6C2438-0C76-5547-285C-2166EE7B87A7;Разгрузочные дни: 10 вариантов на любой вкус;razgruzochnye-dni-10-variantov-na-lyuboy-vkus;;;;;;;;;;
166ED73B-A599-F24B-DB6F-E3DA33D281D2;Как привести себя в порядок после родов;kak-privesti-sebya-v-poryadok-posle-rodov;Z8ZWCnFLyjc;;;;;;;;;
13275262-63DA-4654-E79F-13D95787BAC7;Худеем за неделю: цитрусовая диета;hudeem-za-nedelyu-citrusovaya-dieta;d5tVaFBaw1g;;;;;;;;;
154A88DB-B295-A5C2-72EE-338536C42043;Простые способы похудеть.;prostye-sposoby-pohudet;GnYjJ7xFrIs;;;;;;;;;
6C7678D8-993F-7EB0-F826-B4A80E3FA747;Как быстро и легко похудеть к лету;kak-bystro-i-legko-pohudet-k-letu;;;;;;;;;;
137569E0-C378-296C-F05C-D193DBE819B9;Девятидневная белковая диета;devyatidnevnaya-belkovaya-dieta;HFgvIWdOJAI;;;;;;;;;
2E596216-6E62-4ABA-BC43-4990CE69014E;Эффективная диета для плоского живота;effektivnaya-dieta-dlya-ploskogo-zhivota;JRGs4Z_2cvk;;;;;;;;;
0A9DE8BC-9D64-CFBA-3940-E2D7EE3568B8;Что такое питьевая диета?;chto-takoe-pitevaya-dieta;;;;;;;;;;
D291BDCB-E77C-2924-E04C-2382DA04C3B6;Делаем гейнер в домашних условиях;delaem-geyner-v-domashnih-usloviyah-;;;;;;;;;;
3458A8F3-D0DC-361F-EF7A-872F4642244D;Как научиться не есть сладкого;kak-nauchitsya-ne-est-sladkogo;gwqYLp7KI7c;;;;;;;;;
40975E79-6651-FB65-8325-9E03864AB216;Как питаться и не поправляться;kak-pitatsya-i-ne-popravlyatsya;;;;;;;;;;
7621592F-6A46-0F50-0845-F795FBEA07F7;Как и чем вредно переедание;kak-i-chem-vredno-pereedanie;v2yVvoF3JjM;;;;;;;;;
1A08A9BA-0B68-42D3-BBAF-154D05866ABB;Какие плоды необходимо есть в ноябре;kakie-plody-neobhodimo-est-v-noyabre;;;;;;;;;;
CCF41557-36C2-292E-88B9-185EECE4C66C;Что нужно есть, чтобы укрепить волосы;chto-nuzhno-est-chtoby-ukrepit-volosy-;viL502Uds80;;;;;;;;;
12C3C318-C39C-E0E4-898A-B7C0642DA81A;Можно ли похудеть с помощью бани или сауны?;mozhno-li-pohudet-s-pomoschyu-bani-ili-sauny;;;;;;;;;;
D8B6D8C0-48D8-7796-5730-F6EB89FD6D62;Как очищать организм и перейти на здоровое питание женщинам после 30 лет;kak-ochischat-organizm-i-pereyti-na-zdorovoe-pitanie-zhenschinam-posle-30-let;;;;;;;;;;
251E56AE-DAFF-78D0-AED2-260A734B0968;Как часто нужно есть во время беременности;kak-chasto-nuzhno-est-vo-vremya-beremennosti;;;;;;;;;;
D70402FA-39FE-38F4-7683-E50B02684F8B;Как перейти на низкобелковый рацион;kak-pereyti-na-nizkobelkovyy-racion;;;;;;;;;;
BE26E3B8-EEFA-FDBB-5137-D50F37187740;Быстрые летние диеты;bystrye-letnie-diety;T2mtFO6-Cdk;;;;;;;;;
654D744B-E8D6-46CE-B3DB-719CCDD0BBB9;Диета при аллергии;dieta-pri-allergii;VvEb55vBf40;;;;;;;;;
A2DDD46E-82A6-3A59-9804-68DC563A629A;Как узнать ИМТ;kak-uznat-imt;;;;;;;;;;
828960D4-26D6-8D70-3EA1-640D9E787E22;Как устроить разгрузочный день на молокочае;kak-ustroit-razgruzochnyy-den-na-molokochae;;;;;;;;;;
51F30C7E-CDD1-22E8-445E-26622CD565CB;Что такое оксисайз;chto-takoe-oksisayz;;;;;;;;;;
BF71BF76-96F0-0118-8070-4120EA3F4AB8;Как выбрать время для приема пищи;kak-vybrat-vremya-dlya-priema-pishchi;;;;;;;;;;
282C6A59-FBB1-8BB8-DEF7-03F1980DE6DD;Можно ли при беременности есть дыню;mozhno-li-pri-beremennosti-est-dynyu;W32UUHdhWXg;;;;;;;;;
5958EF64-A73C-97F7-7F91-93F0DDEF20A2;Диета для похудения во время беременности;dieta-dlya-pohudeniya-vo-vremya-beremennosti;;;;;;;;;;
8BC409A8-8729-A10B-A918-1B726BA69D26;Как не объедаться на ночь;kak-ne-obedatsya-na-noch;24DGtnaB0qI;;;;;;;;;
57E5957E-FB88-3386-7C8D-D2165A5511F3;В чем вред кремлевской диеты;v-chem-vred-kremlevskoy-diety;bBD1CboMGLs;;;;;;;;;
A0BFCE8B-A53B-850D-7558-F47CC4A49FA9;Как определить диету по группе крови;kak-opredelit-dietu-po-gruppe-krovi;bCzLSDETp-Y;;;;;;;;;
91D6F87E-6204-E041-5E1F-E252BADE44DA;Как узнать группу крови без анализов;kak-uznat-gruppu-krovi-bez-analizov;xnbes78Z6jc;;;;;;;;;
E3B90D29-F0A8-541B-A898-5E696A860250;Что нельзя есть при холецистите;chto-nelzya-est-pri-holecistite;4owitL8L43I;;;;;;;;;
4C5BFD0A-7A34-466E-AEC5-64B84D01615E;В каких продуктах содержится железо;v-kakih-produktah-soderzhitsya-zhelezo;_vli46cFWmE;;;;;;;;;
2A1FCD14-8CEC-4766-9375-AD29E93B979E;Осенняя диета;osennyaya-dieta;VoZ1bwV0e98;;;;;;;;;
403B2F31-ECA6-EBAB-0CC8-37D29E1C1DFC;Как похудеть, не отказываясь от любимой еды;kak-pohudet-ne-otkazyvayas-ot-lyubimoy-edy;;;;;;;;;;
8AB6872E-E9DD-1FCA-745C-B4342D24E395;Как просто контролировать вес, считая калории;kak-prosto-kontrolirovat-ves-schitaya-kalorii;GeDm7DWyO7Q;;;;;;;;;
38F122BA-B478-6A7A-58B8-9A288FAA706A;Как сократить потребление жиров;kak-sokratit-potreblenie-zhirov;;;;;;;;;;
156A8198-EBE1-C9C1-94D5-4DECA12C0024;Как сидеть на диете при боли в желудке;kak-sidet-na-diete-pri-boli-v-zheludke;;;;;;;;;;
CC73FF82-23F9-9D6F-EA2F-1C98B0302482;Как уберечься от вечернего переедания;kak-uberechsya-ot-vechernego-pereedaniya;;;;;;;;;;
5DE4FA98-A952-3905-255C-EE9805934FF7;Жиросжигающие коктейли: рецепты полезных при похудении напитков;zhiroszhigayuschie-kokteyli-recepty-poleznyh-pri-pohudenii-napitkov;;;;;;;;;;
29BF00D4-742C-DA6F-F82C-2CAB8199614B;Как заставить себя сесть на диету;kak-zastavit-sebya-sest-na-dietu;;;;;;;;;;
575EF495-6BE2-105D-B7F3-94FE0B0B7ECB;Диета при эрозии желудка;dieta-pri-erozii-zheludka;Q08I9k1re20;;;;;;;;;
B86B8A13-3B9A-1845-3EC2-B2FA5B81428B;Кому можно есть после 6 вечера;komu-mozhno-est-posle-6-vechera;EohQsf75FIk;;;;;;;;;
9E63FCB0-2151-E96F-68B4-6C62BE7C0D48;Диета при колите кишечника;dieta-pri-kolite-kishechnika;mKzHCI3nrZ8;;;;;;;;;
4CB4AA76-C4CF-D032-24EF-BE7D34553AF4;Как похудеть, не меняя пищевых привычек, или Схема 5:2;kak-pohudet-ne-menyaya-pischevyh-privychek-ili-shema-52;;;;;;;;;;
C59C2BA5-574B-1838-E401-3E3EF4727DBD;Полезно ли для здоровья спортивное питание?;polezno-li-dlya-zdorovya-sportivnoe-pitanie;D5I2ywqFBTY;;;;;;;;;
E9AA22F0-005B-D1BD-9A88-DD98131D4FAF;Что нельзя есть при диабете;chto-nelzya-est-pri-diabete;;;;;;;;;;
354974BA-4098-ADF9-5BE3-BEF0590E7604;Меню для стройности;menyu-dlya-stroynosti;0mLvi_-xZo0;;;;;;;;;
1AB6D6D4-322E-1F46-2151-134ADD917EA7;Как надежно похудеть без диет;kak-nadezhno-pohudet-bez-diet;;;;;;;;;;
856B948D-42A2-4B97-DB00-7E6A99FF7D13;Чем опасно резкое похудение или ТОП - 5 опасных диет;chem-opasno-rezkoe-pohudenie-ili-top---5-opasnyh-diet;SFJ09-hk0To;;;;;;;;;
CE96415B-6F22-E48D-15B5-2823071B06EF;Ешь и худей: диета 5:2;esh-i-hudey-dieta-52;;;;;;;;;;
F3C0DBA4-9AD1-45E8-D980-FE1D874BB9F4;Какие овощи нужно есть беременной;kakie-ovoschi-nuzhno-est-beremennoy;Voz0wE7Xs1g;;;;;;;;;
CB5F764F-5200-E2E0-A896-4132F8D00A2D;Как не выйти за рамки диеты;kak-ne-vyyti-za-ramki-diety;;;;;;;;;;
6EC74121-83B5-7E69-27E1-D8C8A6BD10F8;Сколько соленого можно есть;skolko-solenogo-mozhno-est;;;;;;;;;;
2DC45836-D981-46CD-8627-D65AA8C60D09;Когда жиры, белки и углеводы на пользу;kogda-zhiry-belki-i-uglevody-na-polzu;;;;;;;;;;
FA3CCF91-F969-FE48-2A85-4E13924C778D;Как быстро похудеть после родов в домашних условиях;kak-bystro-pohudet-posle-rodov-v-domashnih-usloviyah;;;;;;;;;;
65348EA5-625F-51F6-3E34-F2F8102AC232;Эффективность приборов для похудения;effektivnost-priborov-dlya-pohudeniya;mO1X00hPE_Y;;;;;;;;;
CF110F97-D2E8-9A35-950A-FFF1C338F9FA;Меню Кремлевской диеты;menyu-kremlevskoy-diety;b7xEODTFeHs;;;;;;;;;
F076BEE8-EB77-E5EF-1DBF-B1DC96FFBB97;Сырная диета;syrnaya-dieta;jTIPXdPBUpU;;;;;;;;;
F728D271-A176-06BA-F7B4-DB29668A8239;Что такое оранжевая диета;chto-takoe-oranzhevaya-dieta;2hFPuahDAqM;;;;;;;;;
49FBA033-763A-098A-0C1E-E65B35DB14ED;Чем женщины могут поплатиться за экстремальное похудение;chem-zhenshchiny-mogut-poplatitsya-za-ekstremalnoe-pohudenie;;;;;;;;;;
9935059B-904A-11A5-9951-1C2AAA3DD706;В чем секрет средиземноморской диеты?;v-chem-sekret-sredizemnomorskoy-diety;TYy0uSs4Opo;;;;;;;;;
AE78B1A4-6939-6CA9-FFC8-70A1AED703B4;Здоровое похудение на зеленой диете;zdorovoe-pohudenie-na-zelenoy-diete;iXEj5Ebj768;;;;;;;;;
77212BA7-85AE-86F3-3ECB-107AF4A303A9;Как похудеть с помощью чая;kak-pohudet-s-pomoschyu-chaya;;;;;;;;;;
4CA2F8BC-3B77-F26A-04AE-EB0B3797F25B;Дайкон - белая редиска. Вкусно? Да. Полезно? Ещё бы;daykon-belaya-rediska-vkusno-da-polezno-eshchyo;;;;;;;;;;
EA5F8588-EB87-7B22-CE8C-F9940912AAA5;Почему вес стоит на месте;pochemu-ves-stoit-na-meste;4pGfjhWIm3E;;;;;;;;;
5BA0D006-9B0F-3C89-CF9B-A3E3937CB2C4;"Питьевая диета &quot;Неделька&quot;";pitevaya-dieta-nedelka;;;;;;;;;;
88B82F63-E1F8-058B-4A19-D4B2BB7EFB48;Как решить, есть или не есть мясо;kak-reshit-est-ili-ne-est-myaso;WDXUVcD-YsY;;;;;;;;;
CF0E063B-5752-62B9-CEAE-FBE740512600;Как похудеть в домашних условиях быстро и легко без диет;kak-pohudet-v-domashnih-usloviyah-bystro-i-legko-bez-diet;pHe3bLosgPQ;;;;;;;;;
FDF9CFFF-CDF2-3ED7-E710-52CE4E16840F;Как соблюдать диету Дюкана;kak-soblyudat-dietu-dyukana;XBCWdLQObxY;;;;;;;;;
F418CE8A-EE3D-FF6E-DF44-A5D99450AFF4;Как просто и вкусно похудеть на 5 кг;kak-prosto-i-vkusno-pohudet-na-5-kg;;;;;;;;;;
47657AC5-867A-1B73-426F-47CF3C630AB6;Как снимать стресс едой и не толстеть;kak-snimat-stress-edoy-i-ne-tolstet;;;;;;;;;;
D73AD42C-AB4E-4188-AD68-64678CC0A742;Как стимулировать аппетит;kak-stimulirovat-appetit;;;;;;;;;;
43C79023-3570-119D-F092-C288221BF92C;Как нужно питаться во время сессии;kak-nuzhno-pitatsya-vo-vremya-sessii;1EzxcL1Zp7s;;;;;;;;;
C3FE0E5D-0281-C02F-C094-F3052479E8D4;Как сесть на диету в 2018 году;kak-sest-na-dietu;LsfRhRHr4Q4;;;;;;;;;
FCCDD12E-DBA3-E05E-A2B4-575EAAA483AD;Как просто вернуть свой вес в норму;kak-prosto-vernut-svoy-ves-v-normu;VM90ab-rb1U;;;;;;;;;
F2CD54C4-FCF4-19FC-742B-A70BD7451713;Народное средство для очищения организма;narodnoe-sredstvo-dlya-ochischeniya-organizma;2kYVG-RqjPU;;;;;;;;;
9F462233-F61D-A39B-E6E5-3228438093EA;Опасности белковой диеты;opasnosti-belkovoy-diety;8ATz1WIZ-q0;;;;;;;;;
F65FC5C2-2BB3-B8A3-475E-BBC5BEA3B628;Как перейти на низкокалорийный рацион;kak-pereyti-na-nizkokaloriynyy-racion;H7x9Kazi9Dk;;;;;;;;;
5C9FB56A-68A9-A6ED-8A32-5BCD4F825458;Аскорбиновая кислота при беременности;askorbinovaya-kislota-pri-beremennosti;1Lwn9PTMzTo;;;;;;;;;
05D0AD6E-AE92-7780-AB59-DF3FC0117D8F;Детокс-меню: подходим с умом;detoks-menyu-podhodim-s-umom;;;;;;;;;;
2840F1A1-9A0A-B204-3869-B977F9FD93BA;Как быть всегда в хорошей форме;kak-byt-vsegda-v-horoshey-forme;;;;;;;;;;
17CFFAC1-DD2C-C818-B889-91E20F9889E0;Топ-7 запретов при раздельном питании;top-7-zapretov-pri-razdelnom-pitanii;;;;;;;;;;
55240791-CEB3-46B8-7D8F-159759FFAE4D;Кремлевская диета для путешественников;kremlevskaya-dieta-dlya-puteshestvennikov;I-wgr1qFwK4;;;;;;;;;
3F65049C-1101-C528-8A4C-7340287C198A;Как начать контролировать себя и перестать переедать;kak-nachat-kontrolirovat-sebya-i-perestat-pereedat;;;;;;;;;;
12160C37-C960-AC34-D1D6-C82F0899433F;Как похудеть домохозяйке;kak-pohudet-domohozyayke;;;;;;;;;;
9D94BCE7-6E48-A63D-1BBF-50C7329C9888;"Эффективная диета &laquo;Десятка&raquo;";effektivnaya-dieta-desyatka;;;;;;;;;;
C5E50841-82F3-4FE5-43EE-2A70E9E42A6D;5 добавок для похудения;#NAME?;;;;;;;;;;
21B7DC6B-FF19-9FF6-E292-1306217FC2CB;На каких диетах сидят знаменитости;#NAME?;;;;;;;;;;
965DF681-FF9A-C1C8-3927-D55AF55EF03C;Как подобрать для себя диету;kak-podobrat-dlya-sebya-dietu;u0J7R2RRVnk;;;;;;;;;
E1DFB8C5-4C7C-42E4-C170-6E677285C38F;Питание для здорового сердца;pitanie-dlya-zdorovogo-serdca-;;;;;;;;;;
5A2587ED-ACB8-E8D8-7324-8F5C0F91CD08;Как похудеть после родов кормящей маме в домашних условиях;kak-pohudet-posle-rodov-kormyaschey-mame-v-domashnih-usloviyah;;;;;;;;;;
4DD92CC4-224D-7E7D-521B-A7462F1528BE;Лавровый лист для похудения;lavrovyy-list-dlya-pohudeniya;d-FHebHIzOY;;;;;;;;;
E53B5D7B-73BB-E944-9A95-956EBFEAB580;Как ускорить наступление месячных;kak-uskorit-nastuplenie-mesyachnyh;J4-ttuREN8M;;;;;;;;;
07B0C600-AEDE-167B-C716-D6238F2F827D;Какие диеты считаются самыми вредными;kakie-diety-schitayutsya-samymi-vrednymi;;;;;;;;;;
824AB1D4-DF2D-8471-89CC-996C89A1538D;Почему яичные желтки приравнивают к курению;pochemu-yaichnye-zheltki-priravnivayut-k-kureniyu;;;;;;;;;;
B6CE9E69-F460-F059-A4B0-E458A689FB66;Что делать, чтобы не наедаться на ночь;chto-delat-chtoby-ne-naedatsya-na-noch;;;;;;;;;;
62219CDE-5363-C9C7-F39A-42A077BD5E91;Как худеют от огурцов;kak-hudeyut-ot-ogurcov;m3SftkLSSSs;;;;;;;;;
477C69B7-5B00-CDBD-A694-0AC624E05753;Как не растолстеть после того, как бросил курить;kak-ne-rastolstet-posle-togo-kak-brosil-kurit;mu4qJiIlp0w;;;;;;;;;
18B8F945-5188-F877-1784-33D54B45CADD;Как научиться контролировать аппетит, чтобы похудеть;kak-nauchitsya-kontrolirovat-appetit-chtoby-pohudet;;;;;;;;;;
9D22D661-DDDE-D190-655A-8A88F63F01B3;Варианты диет на куриной грудке;varianty-diet-na-kurinoy-grudke;;;;;;;;;;
F9818B7C-2291-51C0-6691-4F8AFB3825D0;Какая диета полезна при псориазе;kakaya--dieta-polezna-pri-psoriaze;;;;;;;;;;
412C8E7A-F388-4C83-7230-C64D39E1D49F;Зимняя детокс-диета: рецепты диетических супов;zimnyaya-detoks-dieta--recepty-dieticheskih-supov;Pt3ELB8DYsU;;;;;;;;;
1EE4E805-E0B4-EDFD-1B9D-C37DF6294849;Как перейти на систему дробного питания;kak-pereyti-na-sistemu-drobnogo-pitaniya;bUtEWTsxMW8;;;;;;;;;
22BAC1BD-03C2-90DD-DA6F-D6F1DBDA26E3;Как избежать излишнего набора веса при беременности;kak-izbezhat-izlishnego-nabora-vesa-pri-beremennosti;yAq51XJxipQ;;;;;;;;;
595933E8-ED34-9719-595C-F47C9E002E7A;Диета при изжоге: переходим на шестиразовое питание;dieta-pri-izzhoge-perehodim-na-shestirazovoe-pitanie;;;;;;;;;;
A61CF06D-765B-AADA-10AF-F0A31815FC25;Как составить диету при гастрите;kak-sostavit-dietu-pri-gastrite;;;;;;;;;;
